Method;Mean G(H+) (kJ/mol);Std G(H+) (kJ/mol);Max G(H+) (kJ/mol);Min G(H+) (kJ/mol)
HF;-1216.418699567148;8.013051708731005;-1210.7526163659059;-1222.0847827683901
